URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/annuaire/ValueSet/as-vs-intern-id-systems,1.0.0-ballot-3,active,,AsVSInterneIdSystems,Internal Id Systems VS,"Systèmes des identifiants internes","StructureDefinition/as-dp-practitioner","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J132-ModaliteActivite-RASS/FHIR/JDV-J132-ModaliteActivite-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.218",JDV_J132-ModaliteActivite-RASS,null,"Mode d'application ou type de soins encadrant une activité dans le RASS","StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J133-ActiviteSanitaireRegulee-RASS/FHIR/JDV-J133-ActiviteSanitaireRegulee-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.219",JDV_J133-ActiviteSanitaireRegulee-RASS,null,"Activités sanitaires soumises à une régulation de la part de l'ARS dans le RASS","StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J134-FormeActivite-RASS/FHIR/JDV-J134-FormeActivite-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.220",JDV_J134-FormeActivite-RASS,null,"Type d'organisation de prise en charge du RASS","StructureDefinition/as-healthcareservice-healthcare-activity","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J135-EquipementMaterielLourd-RASS/FHIR/JDV-J135-EquipementMaterielLourd-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.221",JDV_J135-EquipementMaterielLourd-RASS,null,"Equipements Matériels Lourds dans le RASS","StructureDefinition/as-device","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J136-DisciplineEquipementSocial-RASS/FHIR/JDV-J136-DisciplineEquipementSocial-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.222",JDV_J136-DisciplineEquipementSocial-RASS,null,"Disciplines d'équipement pour le social dans le RASS","StructureDefinition/as-healthcareservice-social-equipment","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J137-Clientele-RASS/FHIR/JDV-J137-Clientele-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.223",JDV_J137-Clientele-RASS,null,"Population prise en charge par l'établissement dans le cadre","StructureDefinition/as-healthcareservice-social-equipment","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J138-TypeActivite-RASS/FHIR/JDV-J138-TypeActivite-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.224",JDV_J138-TypeActivite-RASS,null,"Type d'activité dans le RASS","StructureDefinition/as-healthcareservice-social-equipment","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J139-TypeBAL-RASS/FHIR/JDV-J139-TypeBAL-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.225",JDV_J139-TypeBAL-RASS,null,"Type de boîte aux lettres dans le RASS","StructureDefinition/as-ext-mailbox-mss-metadata","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J162-ESPIC-RASS/FHIR/JDV-J162-ESPIC-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.226",JDV_J162-ESPIC-RASS,null,"Etablissement de santé privée d'intérêt collectif dans le RASS","StructureDefinition/as-organization","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J73-MetierPharmacien-RASS/FHIR/JDV-J73-MetierPharmacien-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.141",JDV_J73-MetierPharmacien-RASS,null,"Ensemble des sections et sous-sections du tableau du CNOP dans le RASS","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J74-Pays-RASS/FHIR/JDV-J74-Pays-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.142",JDV_J74-Pays-RASS,null,"Pays (codes INSEE) du RASS","StructureDefinition/as-address-extended,StructureDefinition/as-ext-person-nationality","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J75-TypeAutorisation-RASS/FHIR/JDV-J75-TypeAutorisation-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.143",JDV_J75-TypeAutorisation-RASS,null,"Type d'autorisation d'exercice pour accès à l'exercice de la profession du RASS","StructureDefinition/as-ext-practitioner-authorization","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J76-DisciplineAutorisation-RASS/FHIR/JDV-J76-DisciplineAutorisation-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.144",JDV_J76-DisciplineAutorisation-RASS,null,"Discipline à laquelle l'autorisation d'exercice est restreinte dans le RASS","StructureDefinition/as-ext-practitioner-authorization","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J81-TypeDiplome-RASS/FHIR/JDV-J81-TypeDiplome-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.149",JDV_J81-TypeDiplome-RASS,null,"Types de diplôme du RASS","StructureDefinition/as-practitioner","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J82-Langue-RASS/FHIR/JDV-J82-Langue-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.150",JDV_J82-Langue-RASS,null,"Langues (codes ISO-639) des professionnels du RASS","StructureDefinition/as-practitioner","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J83-AutoriteEnregistrement-RASS/FHIR/JDV-J83-AutoriteEnregistrement-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.151",JDV_J83-AutoriteEnregistrement-RASS,null,"Autorités d'enregistrement des acteurs de santé du RASS","StructureDefinition/as-ext-data-trace,StructureDefinition/as-ext-registration","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J84-DepartementOM-RASS/FHIR/JDV-J84-DepartementOM-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.152",JDV_J84-DepartementOM-RASS,null,"Départements (outre-mer et Monaco inclus) pour le RASS","StructureDefinition/as-address-extended,StructureDefinition/as-ext-registration","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J85-StatutInscription-RASS/FHIR/JDV-J85-StatutInscription-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.153",JDV_J85-StatutInscription-RASS,null,"Statut avancement dossier de référencement personne du RASS auprès d'un ordre","StructureDefinition/as-ext-registration","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J86-NatCycleForm-RASS/FHIR/JDV-J86-NatCycleForm-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.154",JDV_J86-NatCycleForm-RASS,null,"Natures du cycle de formation des professionnels du RASS","StructureDefinition/as-ext-education-level","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J87-NiveauFormAcquis-RASS/FHIR/JDV-J87-NiveauFormAcquis-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.155",JDV_J87-NiveauFormAcquis-RASS,null,"Niveau de formation acquis dans le cycle de formation des professionnels du RASS","StructureDefinition/as-ext-education-level","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J88-AnneeUniversitaire-RASS/FHIR/JDV-J88-AnneeUniversitaire-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.156",JDV_J88-AnneeUniversitaire-RASS,null,"Années universitaires des professionnels du RASS","StructureDefinition/as-ext-education-level","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J89-CategorieProfessionnelle-RASS/FHIR/JDV-J89-CategorieProfessionnelle-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.157",JDV_J89-CategorieProfessionnelle-RASS,null,"Catégories professionnelles dans le RASS","StructureDefinition/as-practitioner","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J91-TypeSavoirFaire-RASS/FHIR/JDV-J91-TypeSavoirFaire-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.159",JDV_J91-TypeSavoirFaire-RASS,null,"Types de savoir-faire des professionnels du RASS","StructureDefinition/as-practitioner","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J92-MotifFinActivite-RASS/FHIR/JDV-J92-MotifFinActivite-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.160",JDV_J92-MotifFinActivite-RASS,null,"Motifs de fin d'activité d'un professionnel du RASS","StructureDefinition/as-ext-practitionerrole-end-cause","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J94-GenreActivite-RASS/FHIR/JDV-J94-GenreActivite-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.162",JDV_J94-GenreActivite-RASS,null,"Activités des professionnels RASS nécessitant des règles de gestion spécifiques","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J95-ModeExercice-RASS/FHIR/JDV-J95-ModeExercice-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.163",JDV_J95-ModeExercice-RASS,null,"Modes d'exercice du professionnel du RASS","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J96-TypeActiviteLiberale-RASS/FHIR/JDV-J96-TypeActiviteLiberale-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.164",JDV_J96-TypeActiviteLiberale-RASS,null,"Types d'activité libérale des professionnels du RASS","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J97-StatutProfessionnelSSA-RASS/FHIR/JDV-J97-StatutProfessionnelSSA-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.165",JDV_J97-StatutProfessionnelSSA-RASS,null,"Statuts des professionnels du Service de Santé des Armées dans le RASS","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J98-StatutHospitalier-RASS/FHIR/JDV-J98-StatutHospitalier-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.166",JDV_J98-StatutHospitalier-RASS,null,"Statut des professionnels intervenant dans un hôpital dans le RASS","StructureDefinition/as-practitionerrole","ans.fr.nos"
https://mos.esante.gouv.fr/NOS/JDV_J99-InseeNAFrav2Niveau5-RASS/FHIR/JDV-J99-InseeNAFrav2Niveau5-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.167",JDV_J99-InseeNAFrav2Niveau5-RASS,null,"Sous-classes de la Nomenclature Activités Française (INSEE) des prof du RASS","StructureDefinition/as-organization","ans.fr.nos"
